"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"30377",1986,31,"2. High school (12 grades or fewer, incl. non-college",39,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"30378",1986,37,"2. High school (12 grades or fewer, incl. non-college",48,"1. 0 to 16 percentile","3. Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30379",1986,27,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","3. Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30380",1986,37,"2. High school (12 grades or fewer, incl. non-college",36,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30381",1986,68,"1. Grade school or less (0-8 grades)",48,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30382",1986,21,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","3. Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30383",1986,35,"4. College or advanced degree (no cases 1948)",9,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30384",1986,37,"3. Some college (13 grades or more but no degree;",9,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30385",1986,63,"2. High school (12 grades or fewer, incl. non-college",9,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","5. Retired","1. Democrat"
"30386",1986,88,"1. Grade school or less (0-8 grades)",20,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"30387",1986,39,"2. High school (12 grades or fewer, incl. non-college",20,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30388",1986,25,"2. High school (12 grades or fewer, incl. non-college",37,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"30389",1986,32,"3. Some college (13 grades or more but no degree;",37,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"30390",1986,40,"2. High school (12 grades or fewer, incl. non-college",37,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30391",1986,43,"2. High school (12 grades or fewer, incl. non-college",18,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","3. Divorced","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"30392",1986,20,"2. High school (12 grades or fewer, incl. non-college",26,"1. 0 to 16 percentile","3. Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30393",1986,27,"2. High school (12 grades or fewer, incl. non-college",26,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","1. Democrat"
"30394",1986,71,"1. Grade school or less (0-8 grades)",47,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"30395",1986,25,"2. High school (12 grades or fewer, incl. non-college",47,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30396",1986,69,"4. College or advanced degree (no cases 1948)",42,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30397",1986,38,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30398",1986,29,"2. High school (12 grades or fewer, incl. non-college",26,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30399",1986,23,"3. Some college (13 grades or more but no degree;",51,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30400",1986,19,"2. High school (12 grades or fewer, incl. non-college",13,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"30401",1986,70,"1. Grade school or less (0-8 grades)",26,"3. 34 to 67 percentile","3. Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"30402",1986,24,"2. High school (12 grades or fewer, incl. non-college",13,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30403",1986,59,"2. High school (12 grades or fewer, incl. non-college",19,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"30404",1986,54,"2. High school (12 grades or fewer, incl. non-college",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30405",1986,57,"2. High school (12 grades or fewer, incl. non-college",20,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30406",1986,38,"3. Some college (13 grades or more but no degree;",25,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","1. Democrat"
"30407",1986,19,"2. High school (12 grades or fewer, incl. non-college",13,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"30408",1986,71,"2. High school (12 grades or fewer, incl. non-college",18,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"30409",1986,56,"2. High school (12 grades or fewer, incl. non-college",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30410",1986,78,"2. High school (12 grades or fewer, incl. non-college",18,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"30411",1986,23,"2. High school (12 grades or fewer, incl. non-college",12,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30412",1986,40,"2. High school (12 grades or fewer, incl. non-college",19,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30413",1986,23,"2. High school (12 grades or fewer, incl. non-college",48,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30414",1986,50,"2. High school (12 grades or fewer, incl. non-college",48,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"30415",1986,44,"2. High school (12 grades or fewer, incl. non-college",48,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30416",1986,29,"3. Some college (13 grades or more but no degree;",6,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30417",1986,48,"4. College or advanced degree (no cases 1948)",20,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"30418",1986,54,"3. Some college (13 grades or more but no degree;",29,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30419",1986,34,"4. College or advanced degree (no cases 1948)",22,"4. 68 to 95 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"30420",1986,90,"3. Some college (13 grades or more but no degree;",55,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"30421",1986,30,"2. High school (12 grades or fewer, incl. non-college",53,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"30422",1986,65,"4. College or advanced degree (no cases 1948)",53,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"30423",1986,38,"4. College or advanced degree (no cases 1948)",36,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30424",1986,49,"4. College or advanced degree (no cases 1948)",13,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30425",1986,67,"1. Grade school or less (0-8 grades)",12,"1. 0 to 16 percentile","3. Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"30426",1986,42,"2. High school (12 grades or fewer, incl. non-college",12,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"30427",1986,38,"2. High school (12 grades or fewer, incl. non-college",18,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30428",1986,46,"2. High school (12 grades or fewer, incl. non-college",34,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","4. Separated","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30429",1986,41,"2. High school (12 grades or fewer, incl. non-college",6,"1. 0 to 16 percentile","4. Other or multiple races, non-Hispanic","2. Female","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"30430",1986,35,"3. Some college (13 grades or more but no degree;",47,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","9.  NA; no Pre IW; unmarried at time of IW (1952 only); short-form 'new' Cross-Section (1992)","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30431",1986,42,"4. College or advanced degree (no cases 1948)",26,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30432",1986,84,"0. DK; NA; no Pre IW; short-form 'new' Cross Section",36,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","9.  NA; no Pre IW; unmarried at time of IW (1952 only); short-form 'new' Cross-Section (1992)","0. DK; NA; other; refused to answer; no Pre IW","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"30433",1986,49,"2. High school (12 grades or fewer, incl. non-college",27,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"30434",1986,21,"3. Some college (13 grades or more but no degree;",51,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"30435",1986,63,"2. High school (12 grades or fewer, incl. non-college",24,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
