Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Compensation of employees (current LCU),GC.XPN.COMP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16282000000,13195000000,13984000000,14436000000,16357000000,17443000000,20242000000,21721000000,23779000000,25587000000,28521577162.02,32587160970.69,41010785600.04,42778267927.84,46662941000,50148298000,60015800000,61001191000,66947386000,70050168000,73108300000,,
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0889196225187,48.7226933026732,59.8666300884209,59.3529422866417,55.463877312201,63.9676985914212,63.0685472412091,62.3198902775423,62.2392471999001,61.5388433238619,66.1971144728612,67.5254773808712,68.1134610877153,68.5613662175869,66.4600510421515,70.3110056714979,71.351133913204,71.1647543285699,71.0200835066483,61.3868388126281,58.8230048936154,,
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.370754173863,41.0551014229488,49.9252063425022,42.5787933610998,43.3704708545376,50.2206064080037,50.4909356515075,43.6679336558397,45.1155958872412,46.6553154661675,46.4173325606876,45.9397041631411,48.1235564378917,46.0295004610716,45.5888158632623,51.1484799292413,52.0407672476817,52.0142925300721,52.8581131505907,46.3551342148625,46.8939982393455,,
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22661000000,27121000000,28369000000,25159000000,27015900000,40134000000,42167000000,40440000000,44844000000,49596000000,57346786000,64262909342.45,76898258823.72,73020879270.93,72783848000,94839000000,108199000000,110983000000,116618450000,101559000000,99612700000,,
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.378002687886,19.7533668092053,16.7300984310347,14.0936143048084,13.6669089031737,17.7948888050621,17.4470006158471,15.4956551225138,15.1990617003727,14.8263910607125,14.5162213065721,14.3037228371975,14.6629773008749,14.9405044081873,13.3321953103767,14.794353171378,15.613146742555,15.310235280489,14.8407907140268,14.2902058609875,13.7663886450102,,
Tax revenue (current LCU),GC.TAX.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49168000000,55664000000,47387000000,42388800000,48709000000,62741041000,66859000000,64891000000,72051000000,80593000000,86630341000,95168389525.01,112897300468.54,106504411010.7,109515185225.84,134885000000,151643000000,155952200000,164204890000,165441000000,169343100000,,
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70286836669037,5.08477141992128,3.18708973479049,-4.54524684327301,2.58961968823747,0.786456648413573,2.61393299327059,2.78161713890809,3.88337793516972,3.71297141190747,3.4199609164391,3.6696955433723,3.2789052143031,3.3752707045503,1.27331199091443,1.33414375010112,1.51192138981877,1.48861368644731,1.66186712215205,1.93448879585922,2.02767146374417,,
Other taxes (current LCU),GC.TAX.OTHR.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368000000,3359000000,1811000000,-2685700000,1613100000,628500000,2183000000,2576000000,3860000000,3947000000,4225227000.00001,5133365926.36,5239473565.37,5354505961.49999,2032879000.00001,2473756000,3143466000,3176258000,3666501816.65,4238252157.96,4307200000,,
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1456872904602,11.4698758704208,7.90348978406631,9.12214134487316,7.43510298437977,5.08037230319667,5.35359340948823,5.48008811333794,5.50715306142981,5.14566851358852,4.07957563292933,3.39314247366737,3.38818124944672,2.05902157944516,2.36540720299119,2.21498336200713,2.0441340567163,2.08735802844071,2.06802524368789,1.72121831766999,1.82905644922112,,
Taxes on international trade (current LCU),GC.TAX.INTT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7173000000,7577000000,4491000000,5390100000,4631400000,4060000000,4471000000,5075000000,5474000000,5470000000,5040155000,4746508736.69,5414089438.67,3266417507.53,3776440231.24,4107000000,4250000000,4453800000,4562590000,3771000000,3885300000,,
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4715261958998,11.7203219315895,8.16257623398823,11.1352527082626,7.38898355540044,5.08917281114287,5.48617239264721,6.03935830854818,5.37674702641185,4.2001166354398,3.09204485296901,2.54725407227043,2.33415436753009,1.9851507615,1.7954462094322,1.50202023946325,1.504850207395,1.61831638155794,1.62582856089121,1.6513439836558,1.71557034210428,,
Customs and other import duties (current LCU),GC.TAX.IMPT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6132000000,6524000000,3868000000,4720100000,3599100000,3193000000,3668000000,3919000000,3874000000,3385000000,2678649000,2424180677.69,2635197269.71,2114273126.21,1966286241.89,2026000000,2282000000,2523800000,2669690000,2732000000,2905200000,,
Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38515728054329,3.30213084149671,4.77467210550036,5.5583867302311,,
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0344407192929,26.653042688465,22.378262323355,24.5826147735331,24.800693519128,22.4218865542103,21.5987738582753,18.1409813407049,17.9812471075877,20.3004618872468,16.2030038335257,15.0306001906942,15.86140688323,15.672413839545,16.7426848031118,15.390008575173,14.6485051367886,14.5169756601437,14.9120557034558,22.7756756386674,28.9697817070817,,
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15966000000,17607000000,12716000000,14525400000,15448600000,17918541000,18038000000,16800000000,17873000000,21580000000,20018173000,21025605519.51,25345478640.78,24862608270.74,26730174994.6,28536000000,30456000000,30974900000,32899790000,49899000000,61537900000,,
Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11723071916694,1.89170738718022,1.31470656509169,1.58060619786359,2.11932086472726,1.38187060045752,1.20103501398465,1.78144889121758,2.22064926232807,2.58707331902274,2.72595717936745,2.44023049101792,2.46143367239712,1.08178090502209,1.65287944828577,1.54279571486822,1.29778492907684,1.23755868785436,1.15276713135644,0.628018447664122,0.578765831025888,,
Taxes on exports (current LCU),GC.TAX.EXPT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041000000,1053000000,623000000,670000000,1032300000,867000000,803000000,1156000000,1600000000,2085000000,2361506000,2322328059,2778892168.96,1152144381.32,1810153989.35,2081000000,1968000000,1930000000,1892900000,1039000000,980100000,,
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2758314908308,23.4425735020139,20.0615017440793,19.6458708763624,17.4777848547002,22.6657296662592,21.7931588781145,22.1143398866678,20.9678746289941,19.5561630529565,20.7020074298363,21.0246393724141,20.7537889495382,22.2540193559458,19.4358718043738,20.3369846215943,21.4065968461326,20.9471104854243,19.9400646937981,18.9241295197556,17.2683152863135,,
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59058000000,66060000000,56823000000,59088100000,62291000000,79914603000,83514000000,92608000000,99398000000,106303000000,123546061000,139885335600.42,159793382941.19,158639304227.7,159652859197.54,185419000000,207912000000,213370200000,220625450000,219089000000,212421000000,,
"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"PPG, IBRD (INT, current US$)",DT.INT.MIBR.CD,,,,,,,,,,,7876000,8809000,10711000,12539000,15554000,19627000,22663000,25838000,32121000,39066000,39315000,43421000,46041000,51952000,52985000,55520000,73396000,82920000,86898000,78275000,86220000,86426000,86977000,82854000,82484000,82774000,70031000,56773000,49930000,66527000,65753000,58758000,54452000,46566000,38755000,32845000,26816000,19463000,7508000,4369000,1594000,4000,0,0,0,0,0,,
"Interest payments on external debt, short-term (INT, current US$)",DT.INT.DSTC.CD,,,,,,,,,,,0,0,0,0,0,0,0,53604000,104765000,98742000,251353000,194000000,191000000,179041000,204370000,152047000,202008000,190304000,174000000,199000000,169000000,188405000,175500000,467360000,424401000,440850000,651788000,1244790000,655947000,318625000,266302000,194840000,234560000,275104000,306051000,325220000,479573000,593758000,476220000,581182000,296659000,326659000,351197000,421197000,531586000,415363000,568432000,,
"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,,,,,,,,,,,22024000,23017000,30992000,42803000,54842000,60239000,119968000,126455000,144474000,176916000,249645000,348815000,537305000,687347000,1031329000,1219357000,1073957000,1227454000,1182082000,1035235000,956224000,847440000,880145000,759467000,763037000,805126000,855562000,903312000,999748000,1085725000,1158627000,1266738000,1177099000,1385661000,1284791000,1207513000,1177026000,1191572000,1058207000,876386000,1024111000,1017366000,1292925000,1250501000,1234837000,1145905000,1162324000,,
"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,,,,,,,,,,3200000,4000000,6400000,11200000,16000000,24700000,35500000,52700000,45000000,167000000,88215000,166283000,187152000,247759000,241113000,217934000,220951000,244000000,278724000,88000000,40900000,43930000,51878000,127777000,244105000,345350000,576620000,684735000,612493000,517405000,862136000,667593000,541713000,510449000,483972000,650191000,690473000,843016000,1053367000,870091000,683707000,545498000,759951000,1200214000,1302293000,1409686000,2230662000,2091405000,
"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,,,,,,,,,,,25224000,27017000,37392000,54003000,70842000,84939000,155468000,179155000,189474000,343916000,337860000,515098000,724457000,935106000,1272442000,1437291000,1294908000,1471454000,1460806000,1123235000,997124000,891370000,932023000,887244000,1007142000,1150476000,1432182000,1588047000,1612241000,1603130000,2020763000,1934331000,1718812000,1896110000,1768763000,1857704000,1867499000,2034588000,2111574000,1746477000,1707818000,1562864000,2052876000,2450715000,2537130000,2555591000,3392986000,3093357000,
"IMF charges (INT, current US$)",DT.INT.DIMF.CD,,,,,,,,,,,0,0,0,0,0,0,460000,930000,0,0,0,1570000,14930000,20530000,20410000,16460000,3660000,0,0,0,0,0,0,0,0,0,0,0,0,7339000,7960000,3948000,3611000,3054000,4575000,6022000,8514000,7515000,1756000,4854000,6634000,2270000,617000,2670000,1023000,943000,1580000,,
Interest payments on external debt (% of GNI),DT.INT.DECT.GN.ZS,,,,,,,,,,,0.663137313637925,0.654891908354511,0.761670879930645,0.730433624335695,0.780036495128311,0.944133585115246,1.46845488661628,1.85159263359516,1.88320766042116,2.18404826441809,2.49592874041643,2.9449482730837,3.63896466220063,3.9888021445338,4.7301090280661,5.54069708179316,5.79722063875004,5.50163651949963,4.90483004468071,3.60582922379946,2.7664723748213,2.31363528256601,1.97687685672433,2.12708393709433,2.01932902041935,1.88172545698861,2.16708554339874,2.99302513267766,3.32266519201412,2.61919736456599,2.66299482124754,2.47918747476725,2.07636873832546,2.08519715722103,1.75731090680224,1.59530264614846,1.49109853507009,1.39110470959761,1.15652011231101,1.17670333059521,0.814529996341021,0.650339508814975,0.794048221849244,0.919688075792484,0.939618761150255,1.03199676119066,1.37612268332345,,
"Interest payments on external debt (% of exports of goods, services and primary income)",DT.INT.DECT.EX.ZS,,,,,,,,,,,,,,,1.49672094046229,1.93385545497283,2.65832242064704,3.41593325020263,3.50875184681606,3.56452592615571,3.97141517460823,5.12060762057595,6.50680695295323,6.99659711861984,7.85246355167476,9.0336293947392,9.27153999617044,7.91948015419582,6.68655833637892,4.58824956909803,3.37870051683877,2.73279333241303,2.38582487525229,2.47839547901429,2.08906030805376,1.85054883470159,2.1979704842797,2.95856663898109,2.67028864637926,1.96905070229061,2.00837955634201,2.04694787574919,1.77305512645698,1.78192397842941,1.40281682959468,1.31290551201549,1.23290470911643,1.21467811913147,1.06981861455717,1.18064733040086,0.859421917420909,0.697691585643245,0.91406595270076,1.10783619112583,1.15582666761338,1.33772990326735,1.86910975461996,,
"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,25224000,27017000,37392000,54003000,70842000,84939000,155928000,233689000,294239000,442658000,589213000,710668000,930387000,1134677000,1497222000,1605798000,1500576000,1661758000,1634806000,1322235000,1166124000,1079775000,1107523000,1354604000,1431543000,1591326000,2083970000,2832837000,2268188000,1929094000,2295025000,2133119000,1956983000,2174268000,2079389000,2188946000,2355586000,2635861000,2589550000,2332513000,2011111000,1891793000,2404690000,2874582000,3069739000,2971897000,3962998000,,
"PPG, bilateral concessional (INT, current US$)",DT.INT.BLTC.CD,,,,,,,,,,,3213000,2264000,3867000,4902000,5194000,7174000,11353000,11302000,15627000,17369000,19320000,21683000,20459000,22613000,27800000,37344000,54697000,64802000,80545000,75951000,75416000,90659000,96247000,113127000,123319000,146383000,133056000,81203000,69773000,92244000,94273000,101955000,118897000,112139000,136443000,214453000,138789000,129262000,77364000,89624000,80097000,73121000,66734000,57892000,61899000,53512000,47971000,,
"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,,,,,,,,,,,5350000,3919000,5860000,7363000,8383000,10093000,15406000,16743000,24609000,25364000,26241000,28974000,27041000,31014000,48230000,83699000,92120000,162555000,145065000,94815000,87440000,101415000,105171000,116570000,126100000,155132000,134988000,111574000,124962000,144736000,160398000,179229000,186417000,157771000,182072000,266923000,187976000,170395000,109403000,109459000,87455000,79619000,72565000,63057000,66397000,57344000,51136000,41863000,
"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,,,,,,,,,,,5.0912,6.547,4.1251,6.0409,8.8099,8.6501,8.1134,7.5031,9.1759,9.6048,14.07,13.8284,12.3088,9.6925,9.2704,8.8229,6.6232,5.9219,5.7118,7.9337,8.8769,7.546,7,5.265,6.4716,6.3278,6.5167,5.8565,4.0303,5.7429,6.9953,4.4665,5.3613,5.5379,5.476,6.583,6.6272,6.7744,6.1904,6.1066,3.277,4.4385,6.3265,5.3105,5.8556,5.8308,3.3265,,
"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,,,,,,,,,,,6.3839,5.4339,6.6924,6.9241,6.7402,6.2347,6.9818,6.9185,6.7176,5.4755,6.6794,7.5878,8.0052,7.5016,7.4626,8.4477,7.541,7.7564,4.9352,6.9727,3.9588,6.7549,4.6726,4.9263,7.4352,3.3856,0,7.4205,6.26,4.4266,3.5633,3.6596,3.6675,3,0,0,0,0,0,0,0,0,4,4,0,0,0,,
Average interest on new external debt commitments (%),DT.INR.DPPG,,,,,,,,,,,6.1366,5.9607,5.4088,6.5998,8.1482,7.7006,7.6007,7.2105,8.573,8.0469,11.215,12.2333,11.5671,9.4559,8.799,8.7497,6.8946,6.5295,5.236,7.6007,4.8118,7.4205,5.8497,5.195,6.6342,5.7583,6.5167,5.9048,4.5538,5.1472,5.8406,3.9758,4.992,5.4933,5.476,6.583,6.6272,6.7744,6.1904,6.1066,3.277,4.4385,6.1923,5.3009,5.8556,5.8308,3.3265,,
"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,,,,,,,,,,,17.3419,12.546,23.035,14.6422,9.1164,3.0908,5.6177,9.6401,2.576,0.1246,-23.925,-22.0201,-12.6237,0.597,3.3831,9.0225,18.2699,25.5994,25.5491,12.0414,4.2891,14.0068,16.9515,24.3014,17.3593,22.6979,18.9455,22.1138,32.9715,22.9496,11.3837,35.9499,21.4453,25.6082,26.5161,27.4156,24.8338,26.2119,21.2859,26.0921,19.0941,26.7626,26.6052,30.0665,26.06,30.8417,39.6568,,
"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,,,,,,,,,,,24.0325,32.2361,18.8553,20.117,21.6688,25.9539,19.0366,17.0772,18.9778,30.8314,20.8957,14.3513,12.6949,18.2651,15.8122,9.9167,15.131,11.8836,35.0202,19.8947,44.2395,17.5727,38.072,24.4536,16.2883,48.1155,0,15.7736,20.8509,35.8919,41.7599,31.7435,37.506,37.4251,0,0,0,0,0,0,0,0,26.5793,26.5793,0,0,0,,
Average grant element on new external debt commitments (%),DT.GRE.DPPG,,,,,,,,,,,22.7526,22.9179,20.945,18.1069,13.1296,12.0786,11.698,13.3622,6.5987,11.7098,-6.6105,-12.7236,-8.2604,2.5054,6.6241,9.1971,17.3418,21.0567,31.3525,14.7627,37.3108,14.5724,27.39,24.3329,17.1785,27.6171,18.9455,21.918,30.1259,28.8071,21.6045,33.3918,24.9471,25.8157,26.5161,27.4156,24.8338,26.2119,21.2859,26.0921,19.0941,26.7626,26.6037,30.0409,26.06,30.8417,39.6568,,
"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,,,,,,,,,,,1.2653,3.325,3.0055,2.0549,8.3707,1.5331,1.9011,3.5385,4.5407,4.4453,5.6656,5.2049,5.5349,6.2598,11.5742,21.3374,5.0338,8.2707,8.7197,7.4508,2.6363,6.9794,1.9166,5.8622,4.6638,13.9757,10.0004,5.0534,3.5324,7.1036,4.0435,9.71,8.6901,22.3157,19.8704,25.4751,21.1107,25.897,19.5626,18.9538,2.6391,7.6897,21.4751,19.021,22.8946,17.7508,9.6648,,
"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,,,,,,,,,,,5.6756,5.591,4.6389,5.6278,6.1851,7.0807,5.0718,4.4853,4.6275,7.4057,5.0384,5.0534,4.5923,7.5999,4.2744,5.7294,4.6437,3.556,5.4515,6.6756,6.6539,3.994,6.4143,3.4036,3.5772,6.261,0,4.1545,3.7999,5.0339,3.5188,3.2951,4.8829,2.0593,0,0,0,0,0,0,0,0,3,3,0,0,0,,
Average grace period on new external debt commitments (years),DT.GPA.DPPG,,,,,,,,,,,4.8319,4.5186,3.8223,4.316,7.6719,3.7139,3.3378,4.0124,4.562,5.5622,5.4233,5.1662,5.3725,6.4046,9.6707,18.2899,4.9184,6.7092,6.7171,7.1822,5.9571,6.5058,4.1395,5.3541,4.4805,12.4827,10.0004,5.0256,3.5952,6.1669,3.8669,5.8089,7.86,21.96,19.8704,25.4751,21.1107,25.897,19.5626,18.9538,2.6391,7.6897,20.4093,18.9034,22.8946,17.7508,9.6648,,
Debt stock rescheduled (current US$),DT.DXR.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Debt stock reduction (current US$),DT.DSF.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Debt buyback (current US$),DT.DSB.DPPG.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"External debt stocks, variable rate (DOD, current US$)",DT.DOD.VTOT.CD,,,,,,,,,,,49800000,155523000,253281000,288976000,391314000,967370000,1288699000,1584229000,1760347000,1908732000,2664639000,4451395000,8204266000,9563396000,10589451000,10586536000,11070360000,10782905000,8804537000,7010757000,6559432000,7209699000,8454081000,9934208000,13722422000,15778463000,16593152000,19456931000,20285969000,21038156000,22400941000,21920753000,21545594000,18250719000,21863115000,22521447000,23103532000,21819402000,24792061000,25126710000,26129433000,23225245000,35311384000,40723257000,49706592000,47294827000,51458528000,,
"Residual, debt stock-flow reconciliation (current US$)",DT.DOD.RSDL.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49020000,247123000,-3336000,-110390000,-77063000,1159310000,67949000,-135992000,-91601000,2873169000,1193523000,462897000,3198975000,623474000,2371630000,596027000,565297000,593125000,598754000,602160000,582222000,589660000,587054000,583957000,583376000,560556000,-5453831000,587395000,,
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Present value of external debt (current US$),DT.DOD.PVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"External debt stocks, long-term public sector (DOD, current US$)",DT.DOD.PUBS.CD,,,,,,,,,,,389973000,534049000,693125000,728757000,872607000,1341563000,1606476000,2006930000,2542417000,3083504000,4007470000,5697664000,8158591000,11465531000,13173560000,14494768000,16257649000,17866775000,14634342000,12629798000,11593448000,12539563000,12370843000,13460253000,14692875000,16022662000,15701972000,16807491000,18154507000,18812282000,19025880000,23904010000,26165181000,29145742000,33333264000,34368546000,40227211000,42726587000,49070020000,49217350000,57357708000,56146653000,62891613000,64040331000,64756833000,63385075000,62721442000,,
"PPG, private creditors (DOD, current US$)",DT.DOD.PRVT.CD,,,,,,,,,,,124632000,231300000,336217000,333407000,370633000,722827000,873602000,1048037000,1418989000,1831391000,2563821000,4034319000,6381533000,9398809000,10555274000,11325545000,12534601000,13400221000,10820762000,9263478000,7402863000,7938261000,7850616000,8979777000,9006211000,10533205000,11496709000,12824171000,13646816000,13987492000,14174738000,18173344000,20476537000,23076685000,26453646000,27845124000,33633223000,38356763000,43906069000,49625607000,58107670000,57383875000,64411942000,66076927000,65685989000,64580007000,64164212000,,
"External debt stocks, long-term private sector (DOD, current US$)",DT.DOD.PRVS.CD,,,,,,,,,,,49800000,80000000,129800000,163900000,246500000,501700000,661400000,822700000,813500000,998000000,1248252000,1637067000,3198377000,2731477000,2775216000,2975553000,2913224000,2629837000,2339960000,1377000000,1830000000,2466800000,4007960000,5736960000,9453975000,11045880000,12903020000,15481750000,15785513000,16961410000,18165781000,14327495000,13620288000,12795578000,15529131000,17168279000,17811511000,18169102000,18811816000,24589118000,23092745000,21981107000,36309204000,42964702000,50497813000,49233732000,53601766000,,
